IP地址	端口	回源端口	TLS	数据中心	地区	城市	TCP延迟(ms)	速度(MB/s)
47.236.88.181	80	80	FALSE	SIN	Asia Pacific	Singapore	37	11.13
47.236.144.48	2052	2052	FALSE	SIN	Asia Pacific	Singapore	27	11.13
8.209.246.24	8880	8880	FALSE	SIN	Asia Pacific	Singapore	153	11.13
8.222.164.209	8880	8880	FALSE	SIN	Asia Pacific	Singapore	4	11.13
8.219.126.240	2052	2052	FALSE	SIN	Asia Pacific	Singapore	19	11.13
47.236.145.180	2052	2052	FALSE	SIN	Asia Pacific	Singapore	14	11.13
47.236.94.113	2052	2052	FALSE	SIN	Asia Pacific	Singapore	16	11.12
8.219.137.50	2083	2083	TRUE	SIN	Asia Pacific	Singapore	90	11.12
8.219.53.222	2096	2096	TRUE	SIN	Asia Pacific	Singapore	115	11.12
47.245.55.99	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	81	11.11
8.219.208.69	2095	2095	FALSE	SIN	Asia Pacific	Singapore	13	11.11
8.219.215.12	2087	2087	TRUE	SIN	Asia Pacific	Singapore	56	11.11
47.236.82.218	2096	2096	TRUE	SIN	Asia Pacific	Singapore	99	11.11
47.74.34.135	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	116	11.1
8.219.247.203	2087	2087	TRUE	SIN	Asia Pacific	Singapore	45	11.1
8.222.174.108	2052	2052	FALSE	SIN	Asia Pacific	Singapore	11	11.1
8.219.186.189	443	443	TRUE	SIN	Asia Pacific	Singapore	55	11.09
8.222.237.131	2082	2082	FALSE	SIN	Asia Pacific	Singapore	5	11.09
8.222.153.11	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	119	11.09
8.219.228.186	8880	8880	FALSE	SIN	Asia Pacific	Singapore	43	11.08
8.219.93.85	2086	2086	FALSE	SIN	Asia Pacific	Singapore	19	11.08
8.209.243.137	8880	8880	FALSE	LAX	North America	Los Angeles	184	11.08
8.222.144.117	443	443	TRUE	SIN	Asia Pacific	Singapore	137	11.08
8.222.147.203	8443	8443	TRUE	SIN	Asia Pacific	Singapore	109	11.08
47.236.114.167	2087	2087	TRUE	SIN	Asia Pacific	Singapore	67	11.08
8.219.134.117	2087	2087	TRUE	SIN	Asia Pacific	Singapore	88	11.07
8.209.215.247	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	128	11.07
8.219.134.117	2087	2087	TRUE	SIN	Asia Pacific	Singapore	136	11.07
8.219.43.243	2086	2086	FALSE	SIN	Asia Pacific	Singapore	7	11.07
8.219.142.191	2082	2082	FALSE	SIN	Asia Pacific	Singapore	32	11.07
47.74.26.131	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	252	11.07
47.236.7.246	2083	2083	TRUE	SIN	Asia Pacific	Singapore	22	11.07
8.222.144.117	8880	8880	FALSE	SIN	Asia Pacific	Singapore	27	11.06
8.218.65.237	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	60	11.06
47.74.12.139	80	80	FALSE	NRT	Asia Pacific	Tokyo	94	11.06
8.219.101.138	8443	8443	TRUE	SIN	Asia Pacific	Singapore	116	11.05
47.74.4.47	2087	2087	TRUE	LAX	North America	Los Angeles	223	11.05
47.74.26.196	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	224	11.04
47.74.0.183	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	76	11.04
8.218.22.210	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	97	11.04
47.245.52.153	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	107	11.03
47.245.118.70	8080	8080	FALSE	SIN	Asia Pacific	Singapore	13	11.03
47.245.114.163	2082	2082	FALSE	SIN	Asia Pacific	Singapore	36	11.03
8.222.168.234	80	80	FALSE	SIN	Asia Pacific	Singapore	13	11.03
8.219.61.52	2086	2086	FALSE	SIN	Asia Pacific	Singapore	4	11.02
8.222.222.64	2095	2095	FALSE	SIN	Asia Pacific	Singapore	10	11.02
8.222.147.203	2087	2087	TRUE	SIN	Asia Pacific	Singapore	54	11.01
47.236.7.206	2083	2083	TRUE	SIN	Asia Pacific	Singapore	104	11.01
8.219.174.213	8080	8080	FALSE	SIN	Asia Pacific	Singapore	14	11.01
8.209.243.137	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	170	11.01
47.245.84.155	2095	2095	FALSE	SIN	Asia Pacific	Singapore	15	11.01
8.219.122.96	8880	8880	FALSE	SIN	Asia Pacific	Singapore	26	11.01
47.74.37.50	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	176	11.01
47.245.54.197	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	106	11.01
8.222.193.65	2086	2086	FALSE	SIN	Asia Pacific	Singapore	13	11
47.236.83.196	2082	2082	FALSE	SIN	Asia Pacific	Singapore	21	11
8.222.153.11	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	129	11
8.219.194.170	2096	2096	TRUE	SIN	Asia Pacific	Singapore	93	11
8.210.55.134	80	80	FALSE	HKG	Asia Pacific	Hong Kong	71	11
47.245.54.197	2095	2095	FALSE	SIN	Asia Pacific	Singapore	165	11
47.74.7.51	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	127	11
47.245.53.101	80	80	FALSE	NRT	Asia Pacific	Tokyo	94	11
8.222.150.197	2087	2087	TRUE	SIN	Asia Pacific	Singapore	116	10.99
8.219.121.24	8443	8443	TRUE	SIN	Asia Pacific	Singapore	181	10.99
47.74.5.150	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	140	10.99
8.219.73.21	2083	2083	TRUE	SIN	Asia Pacific	Singapore	127	10.99
8.219.4.122	2053	2053	TRUE	SIN	Asia Pacific	Singapore	68	10.98
8.219.122.55	2086	2086	FALSE	SIN	Asia Pacific	Singapore	10	10.97
8.219.113.27	8443	8443	TRUE	SIN	Asia Pacific	Singapore	168	10.97
8.219.111.175	8080	8080	FALSE	SIN	Asia Pacific	Singapore	11	10.97
47.74.52.188	80	80	FALSE	HKG	Asia Pacific	Hong Kong	189	10.97
8.222.145.110	8880	8880	FALSE	SIN	Asia Pacific	Singapore	5	10.96
47.91.2.165	2087	2087	TRUE	LAX	North America	Los Angeles	188	10.96
47.74.11.219	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	82	10.96
47.74.41.136	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	142	10.95
8.222.190.225	2087	2087	TRUE	SIN	Asia Pacific	Singapore	62	10.95
8.219.185.191	2095	2095	FALSE	SIN	Asia Pacific	Singapore	29	10.95
47.236.87.246	2083	2083	TRUE	SIN	Asia Pacific	Singapore	18	10.95
8.222.154.50	2086	2086	FALSE	SIN	Asia Pacific	Singapore	28	10.95
8.219.73.188	8443	8443	TRUE	SIN	Asia Pacific	Singapore	104	10.95
8.219.74.35	2096	2096	TRUE	SIN	Asia Pacific	Singapore	121	10.94
8.222.212.172	8080	8080	FALSE	SIN	Asia Pacific	Singapore	22	10.94
8.222.153.11	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	112	10.94
47.74.0.183	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	150	10.94
8.219.167.113	2095	2095	FALSE	SIN	Asia Pacific	Singapore	9	10.94
8.209.222.232	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	163	10.94
8.219.93.5	8080	8080	FALSE	SIN	Asia Pacific	Singapore	12	10.94
47.74.13.94	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	142	10.93
8.218.11.90	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	70	10.93
8.219.67.133	2096	2096	TRUE	SIN	Asia Pacific	Singapore	135	10.93
47.91.16.198	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	171	10.93
8.219.170.58	2052	2052	FALSE	SIN	Asia Pacific	Singapore	5	10.93
8.219.92.89	8443	8443	TRUE	SIN	Asia Pacific	Singapore	72	10.92
8.222.213.221	8880	8880	FALSE	SIN	Asia Pacific	Singapore	9	10.92
47.74.14.85	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	166	10.92
8.219.72.50	443	443	TRUE	SIN	Asia Pacific	Singapore	142	10.92
8.219.194.170	2082	2082	FALSE	SIN	Asia Pacific	Singapore	10	10.92
8.209.242.25	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	183	10.92
47.74.0.183	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	78	10.92
8.210.21.65	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	35	10.91
47.91.3.112	8880	0	FALSE	HKG	Asia Pacific	Hong Kong	146	10.91
8.222.137.166	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	126	10.9
8.222.174.108	80	80	FALSE	SIN	Asia Pacific	Singapore	25	10.9
47.74.4.47	2083	2083	TRUE	LAX	North America	Los Angeles	266	10.89
47.236.147.146	2052	2052	FALSE	SIN	Asia Pacific	Singapore	38	10.89
8.219.0.162	443	443	TRUE	SIN	Asia Pacific	Singapore	51	10.89
8.219.140.229	2052	2052	FALSE	SIN	Asia Pacific	Singapore	21	10.89
8.219.249.38	2053	2053	TRUE	SIN	Asia Pacific	Singapore	89	10.88
8.219.100.155	2086	2086	FALSE	SIN	Asia Pacific	Singapore	11	10.88
47.74.36.154	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	170	10.88
8.222.147.203	2082	2082	FALSE	SIN	Asia Pacific	Singapore	7	10.88
8.222.252.150	8880	8880	FALSE	SIN	Asia Pacific	Singapore	13	10.88
47.91.19.249	8880	0	FALSE	SIN	Asia Pacific	Singapore	173	10.88
8.219.213.84	2096	2096	TRUE	SIN	Asia Pacific	Singapore	76	10.87
8.222.129.245	8880	8880	FALSE	SIN	Asia Pacific	Singapore	13	10.87
8.209.240.229	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	78	10.87
8.219.83.201	2053	2053	TRUE	SIN	Asia Pacific	Singapore	62	10.87
8.219.82.177	2087	2087	TRUE	SIN	Asia Pacific	Singapore	95	10.87
8.219.142.191	2083	2083	TRUE	SIN	Asia Pacific	Singapore	129	10.87
8.222.202.163	2095	2095	FALSE	SIN	Asia Pacific	Singapore	5	10.86
47.236.83.196	2083	2083	TRUE	SIN	Asia Pacific	Singapore	113	10.86
8.222.224.163	2087	2087	TRUE	SIN	Asia Pacific	Singapore	52	10.85
47.236.144.196	2086	2086	FALSE	SIN	Asia Pacific	Singapore	31	10.85
47.74.10.135	2086	2086	FALSE	SIN	Asia Pacific	Singapore	156	10.85
8.219.140.229	443	443	TRUE	SIN	Asia Pacific	Singapore	136	10.85
8.219.79.74	2083	2083	TRUE	SIN	Asia Pacific	Singapore	119	10.85
8.219.154.107	2096	2096	TRUE	SIN	Asia Pacific	Singapore	128	10.85
47.251.74.226	80	80	FALSE	LAX	North America	Los Angeles	179	10.85
8.219.175.127	2095	2095	FALSE	SIN	Asia Pacific	Singapore	16	10.85
8.219.74.35	8443	8443	TRUE	SIN	Asia Pacific	Singapore	59	10.85
8.219.185.191	2087	2087	TRUE	SIN	Asia Pacific	Singapore	51	10.85
47.236.94.113	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	102	10.84
8.219.70.117	2053	2053	TRUE	SIN	Asia Pacific	Singapore	131	10.84
8.219.11.158	2096	2096	TRUE	SIN	Asia Pacific	Singapore	36	10.84
8.218.65.237	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	48	10.83
8.219.186.189	2086	2086	FALSE	SIN	Asia Pacific	Singapore	5	10.83
8.222.190.225	8080	8080	FALSE	SIN	Asia Pacific	Singapore	12	10.82
47.236.83.239	2087	2087	TRUE	SIN	Asia Pacific	Singapore	63	10.82
8.222.208.38	80	80	FALSE	SIN	Asia Pacific	Singapore	9	10.82
47.236.94.109	2053	2053	TRUE	SIN	Asia Pacific	Singapore	104	10.81
47.74.27.94	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	84	10.81
47.245.94.144	2095	2095	FALSE	SIN	Asia Pacific	Singapore	9	10.81
8.222.180.242	2096	2096	TRUE	SIN	Asia Pacific	Singapore	86	10.81
47.74.46.84	8880	8880	FALSE	LAX	North America	Los Angeles	193	10.81
47.74.16.67	2052	2052	FALSE	SIN	Asia Pacific	Singapore	153	10.81
47.74.13.66	2087	2087	TRUE	SIN	Asia Pacific	Singapore	235	10.8
47.74.5.150	2053	2053	TRUE	LAX	North America	Los Angeles	285	10.8
47.74.6.16	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	236	10.8
47.74.27.151	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	165	10.8
8.222.180.86	8080	8080	FALSE	SIN	Asia Pacific	Singapore	15	10.8
8.219.157.97	443	443	TRUE	SIN	Asia Pacific	Singapore	76	10.8
8.219.79.74	8443	8443	TRUE	SIN	Asia Pacific	Singapore	208	10.79
8.219.173.195	2052	2052	FALSE	SIN	Asia Pacific	Singapore	11	10.78
8.219.175.127	443	443	TRUE	SIN	Asia Pacific	Singapore	86	10.78
47.236.99.131	2083	2083	TRUE	SIN	Asia Pacific	Singapore	123	10.78
8.219.72.50	2083	2083	TRUE	SIN	Asia Pacific	Singapore	136	10.78
47.74.34.38	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	89	10.77
8.219.112.75	8080	8080	FALSE	SIN	Asia Pacific	Singapore	27	10.77
8.219.104.242	2096	2096	TRUE	SIN	Asia Pacific	Singapore	131	10.77
8.222.224.162	2052	2052	FALSE	SIN	Asia Pacific	Singapore	37	10.77
8.219.210.64	2053	2053	TRUE	SIN	Asia Pacific	Singapore	31	10.77
8.219.100.168	8080	8080	FALSE	SIN	Asia Pacific	Singapore	11	10.77
47.245.126.151	80	80	FALSE	SIN	Asia Pacific	Singapore	12	10.77
8.222.175.6	443	443	TRUE	SIN	Asia Pacific	Singapore	110	10.77
8.222.221.86	2053	2053	TRUE	SIN	Asia Pacific	Singapore	53	10.77
8.219.61.52	80	80	FALSE	SIN	Asia Pacific	Singapore	7	10.76
47.74.41.87	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	71	10.76
47.74.26.196	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	162	10.76
47.74.42.111	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	190	10.75
8.219.248.170	2082	2082	FALSE	SIN	Asia Pacific	Singapore	5	10.75
47.236.144.48	2082	2082	FALSE	SIN	Asia Pacific	Singapore	23	10.75
47.74.36.154	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	76	10.75
8.219.56.205	2053	2053	TRUE	SIN	Asia Pacific	Singapore	161	10.74
47.91.22.115	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	85	10.74
8.219.222.8	2086	2086	FALSE	SIN	Asia Pacific	Singapore	28	10.74
8.222.180.86	8080	8080	FALSE	SIN	Asia Pacific	Singapore	18	10.74
8.222.221.90	2082	2082	FALSE	SIN	Asia Pacific	Singapore	28	10.74
8.222.129.32	2096	2096	TRUE	SIN	Asia Pacific	Singapore	64	10.74
47.236.75.113	2083	2083	TRUE	SIN	Asia Pacific	Singapore	60	10.73
47.245.94.144	8880	8880	FALSE	SIN	Asia Pacific	Singapore	32	10.73
8.222.212.116	2095	2095	FALSE	SIN	Asia Pacific	Singapore	8	10.73
8.219.210.64	443	443	TRUE	SIN	Asia Pacific	Singapore	57	10.73
8.222.167.8	80	80	FALSE	SIN	Asia Pacific	Singapore	6	10.73
8.222.154.227	2053	2053	TRUE	SIN	Asia Pacific	Singapore	63	10.72
47.236.104.98	8080	8080	FALSE	SIN	Asia Pacific	Singapore	14	10.72
8.222.168.234	2052	2052	FALSE	SIN	Asia Pacific	Singapore	16	10.72
8.219.242.208	8443	8443	TRUE	SIN	Asia Pacific	Singapore	54	10.71
8.219.121.87	2083	2083	TRUE	SIN	Asia Pacific	Singapore	178	10.71
47.74.22.171	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	226	10.71
8.219.179.34	443	443	TRUE	SIN	Asia Pacific	Singapore	57	10.71
8.222.145.110	2086	2086	FALSE	SIN	Asia Pacific	Singapore	29	10.71
8.219.87.34	2052	2052	FALSE	SIN	Asia Pacific	Singapore	19	10.7
8.222.227.191	8080	8080	FALSE	SIN	Asia Pacific	Singapore	13	10.7
8.219.103.57	8080	8080	FALSE	SIN	Asia Pacific	Singapore	15	10.69
47.236.94.113	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	118	10.69
8.219.209.14	2082	2082	FALSE	SIN	Asia Pacific	Singapore	6	10.68
8.219.92.89	2087	2087	TRUE	SIN	Asia Pacific	Singapore	171	10.68
8.219.141.174	80	80	FALSE	SIN	Asia Pacific	Singapore	27	10.68
47.236.103.153	8080	8080	FALSE	SIN	Asia Pacific	Singapore	11	10.68
8.219.73.21	2082	2082	FALSE	SIN	Asia Pacific	Singapore	13	10.68
8.219.121.87	2052	2052	FALSE	SIN	Asia Pacific	Singapore	17	10.68
8.219.4.122	2087	2087	TRUE	SIN	Asia Pacific	Singapore	88	10.67
47.245.89.102	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	54	10.67
47.74.15.117	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	169	10.67
47.236.114.23	2082	2082	FALSE	SIN	Asia Pacific	Singapore	13	10.67
8.218.18.132	80	80	FALSE	HKG	Asia Pacific	Hong Kong	60	10.67
47.245.52.153	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	100	10.67
47.245.4.219	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	171	10.66
8.219.106.156	2053	2053	TRUE	SIN	Asia Pacific	Singapore	113	10.66
47.91.10.241	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	182	10.65
8.219.172.128	8080	8080	FALSE	SIN	Asia Pacific	Singapore	6	10.65
47.91.10.228	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	150	10.64
8.222.213.221	8443	8443	TRUE	SIN	Asia Pacific	Singapore	137	10.64
8.219.126.240	8443	8443	TRUE	SIN	Asia Pacific	Singapore	96	10.64
8.222.198.105	2086	2086	FALSE	SIN	Asia Pacific	Singapore	7	10.64
47.236.117.48	2086	2086	FALSE	SIN	Asia Pacific	Singapore	28	10.64
8.222.174.108	8080	8080	FALSE	SIN	Asia Pacific	Singapore	23	10.64
47.245.107.174	2096	2096	TRUE	SIN	Asia Pacific	Singapore	151	10.63
8.219.161.129	2087	2087	TRUE	SIN	Asia Pacific	Singapore	93	10.63
8.222.129.245	2086	2086	FALSE	SIN	Asia Pacific	Singapore	11	10.63
47.245.126.151	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	89	10.62
8.222.240.47	2095	2095	FALSE	SIN	Asia Pacific	Singapore	72	10.62
47.236.114.167	80	80	FALSE	SIN	Asia Pacific	Singapore	25	10.62
8.219.153.44	80	80	FALSE	SIN	Asia Pacific	Singapore	31	10.61
47.74.11.251	2095	2095	FALSE	SIN	Asia Pacific	Singapore	161	10.61
8.222.253.235	8443	8443	TRUE	SIN	Asia Pacific	Singapore	100	10.6
47.91.3.179	2096	2096	TRUE	LAX	North America	Los Angeles	182	10.6
8.222.128.131	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	100	10.59
8.219.170.58	8880	8880	FALSE	SIN	Asia Pacific	Singapore	38	10.59
47.245.57.38	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	180	10.59
8.219.78.1	2096	2096	TRUE	SIN	Asia Pacific	Singapore	99	10.59
8.219.101.72	2096	2096	TRUE	SIN	Asia Pacific	Singapore	179	10.59
8.222.164.44	2095	2095	FALSE	SIN	Asia Pacific	Singapore	21	10.59
47.74.54.145	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	211	10.59
8.219.249.38	80	80	FALSE	SIN	Asia Pacific	Singapore	5	10.59
47.74.26.196	80	80	FALSE	HKG	Asia Pacific	Hong Kong	165	10.59
8.219.77.222	2083	2083	TRUE	SIN	Asia Pacific	Singapore	96	10.59
8.222.188.56	8443	8443	TRUE	SIN	Asia Pacific	Singapore	66	10.59
8.219.101.138	2082	2082	FALSE	SIN	Asia Pacific	Singapore	12	10.58
47.236.116.26	2095	2095	FALSE	SIN	Asia Pacific	Singapore	13	10.58
47.245.108.213	2052	2052	FALSE	SIN	Asia Pacific	Singapore	22	10.58
8.222.237.131	2087	2087	TRUE	SIN	Asia Pacific	Singapore	57	10.58
8.219.102.252	8880	8880	FALSE	SIN	Asia Pacific	Singapore	10	10.58
8.219.58.64	2053	2053	TRUE	SIN	Asia Pacific	Singapore	102	10.58
47.74.41.136	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	81	10.57
8.219.70.117	80	80	FALSE	SIN	Asia Pacific	Singapore	38	10.57
8.219.60.130	80	80	FALSE	SIN	Asia Pacific	Singapore	7	10.57
8.219.173.233	2096	2096	TRUE	SIN	Asia Pacific	Singapore	75	10.57
8.210.66.190	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	38	10.57
8.219.84.102	2053	2053	TRUE	SIN	Asia Pacific	Singapore	95	10.56
8.209.242.25	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	85	10.56
8.222.249.98	2096	2096	TRUE	SIN	Asia Pacific	Singapore	121	10.56
47.245.84.155	2087	2087	TRUE	SIN	Asia Pacific	Singapore	80	10.56
8.219.140.229	2095	2095	FALSE	SIN	Asia Pacific	Singapore	14	10.56
8.219.175.127	8080	8080	FALSE	SIN	Asia Pacific	Singapore	8	10.55
8.219.255.171	2083	2083	TRUE	SIN	Asia Pacific	Singapore	175	10.55
47.74.9.63	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	172	10.55
8.219.60.54	2086	2086	FALSE	SIN	Asia Pacific	Singapore	7	10.55
47.74.3.2	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	293	10.54
47.74.34.38	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	162	10.54
8.222.137.178	2087	2087	TRUE	SIN	Asia Pacific	Singapore	66	10.54
8.219.237.250	2095	2095	FALSE	SIN	Asia Pacific	Singapore	3	10.53
47.74.54.33	2095	2095	FALSE	LAX	North America	Los Angeles	179	10.53
8.222.150.197	2086	2086	FALSE	SIN	Asia Pacific	Singapore	4	10.53
8.219.134.63	2083	2083	TRUE	SIN	Asia Pacific	Singapore	107	10.53
8.219.72.50	2083	2083	TRUE	SIN	Asia Pacific	Singapore	122	10.53
47.74.34.73	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	80	10.52
8.209.240.227	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	81	10.52
8.219.215.12	8880	8880	FALSE	SIN	Asia Pacific	Singapore	9	10.52
8.219.73.21	2096	2096	TRUE	SIN	Asia Pacific	Singapore	88	10.52
8.219.124.227	2052	2052	FALSE	SIN	Asia Pacific	Singapore	16	10.52
8.222.249.190	2087	2087	TRUE	SIN	Asia Pacific	Singapore	68	10.51
47.74.15.120	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	285	10.51
8.219.172.128	2082	2082	FALSE	SIN	Asia Pacific	Singapore	8	10.51
8.219.199.220	2087	2087	TRUE	SIN	Asia Pacific	Singapore	74	10.51
47.74.0.183	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	153	10.51
8.222.137.192	8080	8080	FALSE	SIN	Asia Pacific	Singapore	29	10.5
8.219.122.96	2052	2052	FALSE	SIN	Asia Pacific	Singapore	34	10.5
47.74.26.131	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	208	10.5
8.219.126.240	2083	2083	TRUE	SIN	Asia Pacific	Singapore	145	10.5
47.74.11.9	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	238	10.5
8.219.92.89	2083	2083	TRUE	SIN	Asia Pacific	Singapore	115	10.5
8.219.65.191	2086	2086	FALSE	SIN	Asia Pacific	Singapore	12	10.5
47.245.53.101	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	93	10.5
8.219.53.142	2083	2083	TRUE	SIN	Asia Pacific	Singapore	120	10.49
47.74.52.104	2087	2087	TRUE	LAX	North America	Los Angeles	276	10.49
8.219.179.34	2096	2096	TRUE	SIN	Asia Pacific	Singapore	52	10.49
47.74.13.66	2086	2086	FALSE	LAX	North America	Los Angeles	184	10.49
8.222.167.8	2095	2095	FALSE	SIN	Asia Pacific	Singapore	7	10.49
8.217.91.121	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	47	10.49
8.222.137.166	2086	2086	FALSE	SIN	Asia Pacific	Singapore	13	10.49
8.219.83.201	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	41	10.49
8.222.174.108	8880	8880	FALSE	SIN	Asia Pacific	Singapore	13	10.49
8.222.131.102	2096	2096	TRUE	SIN	Asia Pacific	Singapore	61	10.49
47.74.8.238	8443	8443	TRUE	SIN	Asia Pacific	Singapore	194	10.49
8.218.3.12	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	38	10.48
47.236.114.23	80	80	FALSE	SIN	Asia Pacific	Singapore	10	10.48
8.222.211.16	2095	2095	FALSE	SIN	Asia Pacific	Singapore	13	10.48
8.219.100.168	8443	8443	TRUE	SIN	Asia Pacific	Singapore	124	10.47
8.222.224.17	8080	8080	FALSE	SIN	Asia Pacific	Singapore	8	10.47
8.209.243.137	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	165	10.47
8.219.121.87	2087	2087	TRUE	SIN	Asia Pacific	Singapore	95	10.47
8.219.161.129	2083	2083	TRUE	SIN	Asia Pacific	Singapore	58	10.47
47.74.13.200	2086	2086	FALSE	LAX	North America	Los Angeles	172	10.47
47.74.22.171	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	281	10.46
8.219.198.139	2087	2087	TRUE	SIN	Asia Pacific	Singapore	69	10.45
8.219.98.13	2095	2095	FALSE	SIN	Asia Pacific	Singapore	22	10.45
8.222.147.203	2086	2086	FALSE	SIN	Asia Pacific	Singapore	23	10.44
8.219.4.122	2096	2096	TRUE	SIN	Asia Pacific	Singapore	58	10.44
47.245.90.176	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	104	10.44
47.236.94.109	8443	8443	TRUE	SIN	Asia Pacific	Singapore	46	10.44
8.219.173.195	8080	8080	FALSE	SIN	Asia Pacific	Singapore	4	10.44
8.222.249.98	80	80	FALSE	SIN	Asia Pacific	Singapore	73	10.44
8.219.209.14	2095	2095	FALSE	SIN	Asia Pacific	Singapore	12	10.44
8.219.206.53	80	80	FALSE	SIN	Asia Pacific	Singapore	8	10.43
47.74.37.50	8080	8080	FALSE	LAX	North America	Los Angeles	170	10.42
47.74.13.200	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	261	10.42
8.219.75.44	2096	2096	TRUE	SIN	Asia Pacific	Singapore	98	10.42
8.222.211.124	2053	2053	TRUE	SIN	Asia Pacific	Singapore	103	10.42
47.74.52.188	2087	2087	TRUE	LAX	North America	Los Angeles	239	10.42
8.222.147.203	2083	2083	TRUE	SIN	Asia Pacific	Singapore	90	10.42
47.74.5.150	2083	2083	TRUE	SIN	Asia Pacific	Singapore	189	10.41
8.219.142.229	2083	2083	TRUE	SIN	Asia Pacific	Singapore	115	10.41
8.222.168.24	8443	8443	TRUE	SIN	Asia Pacific	Singapore	97	10.41
8.222.187.4	2086	2086	FALSE	SIN	Asia Pacific	Singapore	22	10.41
8.219.42.72	8080	8080	FALSE	SIN	Asia Pacific	Singapore	8	10.41
8.219.170.223	443	443	TRUE	SIN	Asia Pacific	Singapore	53	10.4
47.236.104.98	80	80	FALSE	SIN	Asia Pacific	Singapore	25	10.4
8.219.178.225	2095	2095	FALSE	SIN	Asia Pacific	Singapore	7	10.4
8.219.60.130	2087	2087	TRUE	SIN	Asia Pacific	Singapore	55	10.4
8.222.226.15	2086	2086	FALSE	SIN	Asia Pacific	Singapore	4	10.4
8.219.87.34	443	443	TRUE	SIN	Asia Pacific	Singapore	96	10.4
